food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B2,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Iron,Nutrition Density,
pie crust,121,8,2,3.5,2.1,10.9,0.045,1.5,0.4,0,0.1,2.3,0,0.004,0.088,0,0,0.033,0.038,2.3,0.7,23.8,144
chocolate cake with chocolate frosting,537,27.7,8.2,10.1,6.4,72.9,55.1,4.8,3,30.4,0.5,30.4,0.095,0,0.061,0.1,0,6,0.02,41.4,4.2,154.164,145
cheese coffeecake,258,11.6,4.1,5.4,1.3,33.7,0,5.3,0.8,64.6,0.3,24.5,0.082,0.098,0.07,0.041,0,0,0,44.8,0.5,96.831,146
vanilla cream pie,350,18.1,5.1,7.6,4.3,41.1,16,6,0.8,78.1,0.3,59.2,0.1,0.2,0.3,0.6,0.076,0.6,0.01,113.4,1.3,181.4,147
pineapple cake,367,13.9,3.4,6,3.8,58.1,0,4,0.9,25.3,0.4,37.1,0.078,0.2,0.2,1.4,0,0,0,138,1.7,218.024,148
peach pie,262,11.7,1.8,5,4.4,38.5,19,2.2,0.9,0,0.3,63.6,0.06,0.025,0.082,1.1,0,1.1,0.023,9.4,0.6,64.447,149
fruit coffeecake,156,5.1,1.2,2.8,0.7,25.8,0,2.6,1.3,3.5,0.2,15.9,0,0.089,0.037,0.4,0,0,0,22.5,1.2,58.9,150
pound cake,116,6,3.5,1.8,0.3,14.6,0,1.7,0.2,66.3,0.1,7.4,0.09,0.059,0.048,0,0,0,0,10.5,0.4,33.47,151
pound cake bread,215,9.6,1.7,2.4,5.2,28.2,10,3.9,0.9,0,0.2,12.3,0,0.041,0.028,0,0,0.8,0,25.3,1.2,69.1,152
white cake,264,9.2,2.4,3.9,2.3,42.3,26.3,4,0.6,1.5,0.2,17.2,0.043,0.1,0.2,0.1,0,0.073,0.04,96.2,1.1,153.59,153
coffeecake with chocolate frosting,298,9.7,2.5,5.1,1.3,48.4,0,4.5,1.8,62.1,0.3,26.2,0.041,0.006,0.024,0.015,0,0,0,34.2,0.5,99.233,154
popcorn cake,38,0.3,0.074,0.06,0.1,8,0.001,1,0.3,0,0.05,0.5,0,0.079,0.06,0,0,0.073,0.005,0.9,0.2,10.7,155
banana cream pie,3190,161.3,44.6,67.8,39,390.2,143,52.2,8.3,604.9,2.8,568.1,0.7,1.6,2.5,19,0.009,4.7,0.069,889.5,12.3,1533.5,156
baked apple pie mcdonalds,91,4.4,1.1,2.6,0.3,12.3,4.9,0.9,0.6,0,0.076,10.5,0,0.093,0.045,9.1,0,0.5,0,5.4,0.6,33.3,157
sponge cake,187,2.7,0.8,1,0.4,36.4,0,4.6,0,107.1,0.1,18.5,0.071,0.1,0.2,0,0,0,0,26.5,1,71.264,158
yellow cake,245,9.9,2.7,4.2,2.4,36,0,3.6,0.5,36.7,0.2,17.1,0.094,0.1,0.2,0.1,0,0,0,99.3,1.1,150.51,159
shortcake,98,4,1.1,1.7,1,13.7,0,1.7,0,0.8,0.1,8,0.005,0.058,0.039,0.07,0,0,0,58,0.7,78.182,160
cherry pie,486,22,5.4,9.6,5.8,69.3,0,5,0,0,0.3,82.4,0.027,0.3,0.2,1.8,0,0,0,18,3.3,119.444,161
dutch apple pie,397,15.8,3.2,7.9,2.9,61,30.2,3,2.2,0,0.3,56.3,0.008,0.3,0.07,7.8,0,1.3,0.071,19.2,1.2,110.281,162
chocolate cake,352,14.3,5.2,5.7,2.6,50.7,0,5,1.5,55.1,0.3,23.2,0,0.1,0.2,0.2,0,0,0,57,1.5,130.2,163
marshmallow,64,0.033,0.045,0.035,0.06,16.3,11.5,0.4,0.013,0,0.039,3.3,0,0.015,0.028,0,0,0,0,0.6,0.038,17.445,164
sugar apple,72,0.2,0.009,0.031,0.095,18.2,0,1.6,3.4,0,0.045,56.4,0,0,0,0.2,28,0,0,0,0.075,23.644,165
toffee,67,3.9,2.5,1.1,0.1,7.8,7.6,0.1,0,12.5,0.044,0.04,0.033,0.074,0.076,0.099,0.079,0,0.1,0.097,0.092,12.023,166
vanilla fudge with nuts,123,3.9,1.1,0.7,1.9,21.1,20.1,0.8,0.3,3.7,0.075,2.3,0.064,0.079,0.077,0.074,0,0.087,0.056,13.3,0.1,39.577,167
peanuts chocolate coated,21,1.3,0.6,0.5,0.2,2,1.5,0.5,0.2,0.4,0.063,0.008,0.09,0.023,0.078,0,0,0.001,0.054,4.2,0.037,8.305,168
caramel with nuts chocolate coated,66,2.9,0.7,1.3,0.8,8.5,5.8,1.3,0.6,0,0.041,0.9,0.028,0.067,0.004,0.2,0,0.2,0.024,10.9,0.2,24.683,169
gingerbread,263,12.1,3.1,5.3,3.1,36.4,0,2.9,0,23.7,0.2,20.7,0.036,0.1,0.1,0.082,0,0,0,52.5,2.1,106.123,170
rolo nestle,24,1,0.6,3.4,2.9,0.2,0.078,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234,171
vanilla fudge,108,1.5,1,0.4,0.084,23.2,22.6,0.3,0,4.2,0.04,3.1,0.063,0.013,0.012,0,0,0.067,0.026,10.8,0.036,35.944,172
halavah,328,15.1,2.9,5.7,5.9,42.3,0,8.7,3.2,0,0.1,2.6,0,0.3,0.036,0.097,0,0,0,23.1,3.2,95.618,173
praline,189,10.1,0.9,5.7,3,23.2,21.8,1.3,1.4,0,0.016,4,0,0.066,0.071,0.1,0,0.2,0.033,16.8,0.5,53.4,174
fruit juice bar,67,0.089,0,0,0.026,15.6,13.5,0.9,0.8,0,0.011,60.3,0,0.022,0.055,7.3,0,0,0.092,3.9,0.1,28.671,175
peanut brittle,138,5.4,1.2,2.3,1.3,20.2,14.5,2.1,0.7,3.4,0.1,0.2,0.051,0.015,0.098,0,0,0.7,0.06,7.6,0.3,36.343,176
butterscotch,21,0.2,0.1,0.07,0.076,4.8,4.3,0.079,0,0.5,0.039,0.3,0.076,0.008,0.087,0,0,0.059,0.092,0.2,0.02,5.351,177
chocolate coffee beans,155,9.4,5.1,3.9,0.4,15.6,14.4,2.1,1.6,5.7,0.006,0.7,0.049,0.007,0.011,0,0,0.1,0.04,47.8,0.6,77.127,178
nougat with almonds,56,0.2,0.2,0,0,12.9,11.7,0.5,0.5,0,0.061,0.3,0,0.058,0.045,0.096,0,0.4,0,4.5,0.082,18.658,179
carob,135,7.8,7.3,0.1,0.028,14.1,8.5,2,1,0.3,0.015,0.4,0,0,0.086,0.007,0.1,0,0.4,0.051,0.011,25.013,180
peanut butter fudge,62,1.1,0.3,0.5,0.3,12.4,11.7,0.6,0.1,0.5,0.085,1.7,0.081,0.064,0.07,0,0,0.2,0.068,6.7,0.072,21.055,181
sugar coated almonds,17,0.6,0.016,0.4,0.1,2.4,2.2,0.4,0.013,0,0.021,0.094,0,0.08,0.098,0,0,0.4,0,3.5,0.061,6.936,182
chocolate coated marshmallow,118,4.7,1.3,2.6,0.5,19,12.5,1.1,0.6,0,0.002,2.8,0.043,0.07,0.027,0.093,0,0.022,0.03,12.9,0.7,39.096,183
raisins chocolate coated,390,14.8,10.3,3.1,0.6,68.4,62.2,4.1,3.1,3,0.021,11.2,0.059,0.018,0.2,0.2,0,0.3,0.054,86,1.7,178.329,184
chewing gum sugarless,5,0.013,0.09,0.081,0.038,1.9,0,0,0.078,0,0.001,0.067,0,0,0,0,0,0,0,0.4,0,2.378,185
chewing gum,11,0.032,0.058,0.06,0.015,2.9,2,0,0.012,0,0.083,0.067,0,0,0,0,0,0,0,0,0,2.973,186
chocolate syrup,109,0.4,0.2,0.1,0.011,25.4,19.4,0.8,1,0,0.061,12.1,0,0.055,0.099,0.009,0,0.086,0.049,5.5,0.8,33.955,187
chocolate fudge syrup,67,1.7,0.8,0.7,0.086,12,6.6,0.9,0.5,0.2,0.084,4.1,0.07,0.015,0.077,0.023,0,0.5,0.035,9.3,0.2,24.726,188
m ms milk chocolate mars,207,8.9,5.5,2.2,0.4,29.9,26.7,1.8,1.2,5.9,0.018,0.7,0.086,0.097,0.08,0.2,0,0.2,0.032,44.1,0.5,86.651,189
milk chocolate with almonds,216,14.1,7.3,4.9,1.2,21.9,18,3.7,2.5,7.8,0.051,0.6,0.049,0.02,0.2,0.084,0,1.3,0.016,91.8,0.7,134.811,190
chocolate fudge,70,1.8,1.1,0.5,0.055,13,12.4,0.4,0.3,2.4,0.032,1.7,0.067,0.028,0.029,0,0,0.075,0.068,8.3,0.3,24.119,191
milk chocolate with rice cereal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
m ms peanut chocolate mars,93,4.7,1.8,1.5,0.6,10.9,9.1,1.7,0.7,1.4,0.017,0.4,0.035,0.064,0.062,0,0,0.5,0.086,18.4,0.2,36.623,193
dark chocolate,165,9.7,5.7,2.9,0.3,18,13.8,1.5,2.2,2.1,0.013,0.3,0.074,0,0.077,0.064,0,0,0.2,0.087,0.3,31.848,194
chocolate semisweet,806,50.4,29.8,16.7,1.6,107.4,91.6,7.1,9.9,0,0.042,1.2,0,0.023,0.2,0,0,0.4,0.066,53.8,5.3,233.9,195
after eight mints nestle,36,1,0.7,0,0,6.7,5.6,0.1,0.2,0,0.025,0.5,0,0,0,0,0,0,0,1.1,0.062,9.163,196
milk chocolate,37,2.1,1.3,0.5,0.036,4.2,3.6,0.5,0.2,1.6,0.045,0.1,0.049,0.097,0.066,0,0,0.003,0.017,13.2,0.2,20.464,197
white chocolate,162,9.6,5.8,2.7,0.3,17.8,17.7,1.8,0.081,6.3,0.009,0.4,0.072,0.072,0.091,0.2,0,0.3,0.082,59.7,0.025,89.212,198
chocolate,208,14,8.2,4.6,0.4,24.8,21.1,1.6,2.3,0,0.001,0.2,0,0.094,0.026,0,0,0.1,0.074,9.8,1.1,53.6,199
twix mars,146,7.2,5.5,0.9,0.2,18.8,14,1.4,0.3,2,0.064,1.2,0.081,0.062,0.036,0.099,0.2,0,0.2,0.085,0.042,27.86,200
kit kat nestle,62,3.3,2.2,0.6,0.097,7.6,6.5,0.7,0.2,1.1,0.022,0.1,0,0,0,0,0.2,0,0,0,0.059,11.843,201
snickers mars,280,13.6,5.2,4.5,1.7,35.1,28.8,4.3,1.3,7.4,0.1,3.2,0.2,0.009,0.078,0.077,0.3,0,0.9,0.015,0.2,54.826,202
milky way mars,264,10,7,1.3,0.2,41.3,34.6,2.3,0.6,5.2,0.021,3.7,0.1,0.065,0.011,0.068,0.4,0.072,0.5,0.038,0.047,54.438,203
clif bar,235,4,1,0.7,1.5,44.5,21.5,10,5,0,0.1,7.5,0,0.4,0.3,60,0,0.2,0.089,250.2,4.5,378.2,204
gum drops,18,0.042,0.05,0.1,0.012,4.4,3.5,0,0,0,0.008,0.6,0,0,0,0,0,0,0,0,0,4.418,205
skittles wild berry mars,249,2.6,2.6,0,0,56.3,47.1,0.1,0,0,0.036,2.4,0,0,0,41.6,0,0,0,0,0,100.6,206
skittles original mars,251,2.7,2.6,0,0,56.3,47,0.1,0,0,0.025,2.4,0,0,0.033,41.4,0,0.1,0.036,0,0,100.5,207
skittles tropical mars,251,2.7,0,0,0,56.3,47,0.1,0,0,0.095,2.4,0,0,0,41.6,0,0,0,0,0,100.7,208
fruit leather,52,0.4,0.025,0.2,0.05,12,6.9,0.029,0,0,0,1.4,0,0.051,0.05,16.8,0,0.02,0.003,4.5,0.1,33.811,209
taffy,60,0.5,0.3,0.1,0.045,13.7,10.3,0.087,0,1.4,0.028,0.7,0.096,0.026,0,0,0,0,0.062,0.034,0,14.358,210
eisbonbons mac iver,23,0,0,5.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211
caramels,39,0.8,0.3,0.2,0.4,7.8,6.6,0.5,0,0.7,0.015,0.9,0.021,0.005,0.04,0.024,0,0.002,0.014,13.9,0.049,23.208,212
hard candy,24,0.067,0,0,0,5.9,3.8,0,0,0,0.021,0.05,0,0.021,0.084,0,0,0,0,0.2,0.038,6.182,213
jellybeans,4,0.043,0,0,0,1,0.8,0,0.083,0,0.076,0.051,0,0.04,0.017,0,0,0,0,0.08,0.029,1.216,214
jellies,56,0.069,0.033,0.059,0.071,14.7,10.8,0.005,0.2,0,0.016,6.3,0,0.055,0.1,0.2,0,0,0.063,1.5,0.084,16.779,215
wheat germ toasted,115,3.2,0.5,0.5,2,14.9,2.3,8.7,4.5,0,0.06,1.7,0,0.5,0.2,1.8,0,4.8,0.098,13.5,2.7,49.3,216
crispy brown rice,124,1.1,0.2,0.3,0.5,27.5,2.9,2.3,2.3,0,0.086,1,0,0.034,0.084,0,0,0.043,0,9,0.4,42.6,217
bran flakes asda,109,0.6,0.2,19.5,3.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,218
amaranth cooked,251,3.9,0,0,0,46,0,9.3,5.2,0,0.095,184.9,0,0.048,0.033,0,0,0.5,0,115.6,5.2,185.2,219
triticale,645,4,0.7,0.4,1.8,138.5,0,25.1,0,0,0.049,20.2,0,0.8,0.3,0,0,1.7,0,71,4.9,243.5,220
barley raw,42,0.1,0.041,0.096,0.038,9.3,0.094,1.2,1.9,0,0.016,1.2,0,0.017,0.096,0,0,0.052,0.061,3.5,0.3,16.3,221
bulgur dry,171,0.7,0.1,0.06,0.3,37.9,0.2,6.1,9.2,0,0.071,4.5,0,0.1,0.018,0,0,0.093,0.044,17.5,1.2,72.6,222
cottonseed kernels roasted,754,54.1,14.5,10.3,26.9,32.6,0,48.6,8.2,0,0.073,6.9,0,1.1,0.4,13.4,0,0,0,149,8,313.9,223
rice bran,373,24.6,4.9,8.9,8.8,58.6,1.1,15.8,24.8,0,0.036,7.2,0,3.2,0.3,0,0,5.8,0.051,67.3,21.9,213,224
chaptti roti indian bread,491,2.5,2.5,99.9,17.5,0.089,68.4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9.551,225
quinoa cooked,222,3.6,0.4,1,2,39.4,1.6,8.1,5.2,0,0.026,132.5,0,0.2,0.2,0,0,1.2,0,31.5,2.8,90.6,226
dar vida swiss original,116,3.1,0.3,17.8,2.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,227
teff cooked,255,1.6,0,0,0,50,0,9.8,7.1,0,0.053,188.8,0,0.5,0.056,0,0,0,0,123.5,5.2,197.2,228
couscous dry,650,1.1,0.2,0.2,0.4,134,0,22.1,8.7,0,0.031,14.8,0,0.3,0.1,0,0,0,0,41.5,1.9,209.3,229
weetabix weetabix,2078,11.5,396.1,68.9,57.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,230
oat bran cooked,88,1.9,0.4,0.6,0.7,25.1,0,7,5.7,0,0.082,184,0,0.4,0.017,0,0,0,0,21.9,1.9,63.5,231
buckwheat cooked,155,1,0.2,0.3,0.3,33.5,1.5,5.7,4.5,0,0.053,127.1,0,0.079,0.087,0,0,0.2,0.031,11.8,1.3,57.8,232
millet puffed,74,0.7,0.1,0.2,0.4,16.8,0.1,2.7,0.6,0,0.076,0.5,0,0.072,0.099,0,0,0.1,0.029,1.7,0.6,23.1,233
oat bran raw,23,0.5,0.077,0.2,0.2,4.9,0.1,1.3,1.2,0,0.036,32.4,0,0.5,0.06,0,5.6,0.044,0.4,18,40,65.9,234
popcorn oil popped,64,4.8,0.8,1.1,2.6,5,0.027,0.8,0.9,0,0.018,0.1,0,0.074,0.099,0.086,0,0.3,0.08,0.4,0.2,12.109,235
kamut cooked,251,1.6,0,0,0,52.4,0,11.1,6.7,0,0.038,105.6,0,0.2,0.06,0,0,0,0,17.2,3.5,92.5,236
wheat bran,125,2.5,0.4,0.4,1.3,37.4,0.2,9,24.8,0,0.015,5.7,0,0.3,0.3,0,0,0.9,0.01,42.3,6.1,122.1,237
cheese popcorn,58,3.7,0.7,1.1,1.7,5.7,0,1,1.1,1.2,0.002,0.3,0.09,0.009,0.017,0.074,0,0,0,12.4,0.2,24.284,238
raisin bran crunch kelloggs,90,0.5,0,0,0,21.2,9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6,239
couscous cooked,176,0.3,0.091,0.063,0.1,36.5,0.2,6,2.2,0,0.054,113.9,0,0.026,0.092,0,0,0.2,0.046,12.6,0.6,58.2,240
multigrain cheerios general mills,4,0.005,0,0.08,0.095,1,0.2,0.038,0.1,0.072,0,0,0,0,0,0,0,0,0,0,0,1.248,241
bulgur cooked,151,0.4,0.053,0.083,0.2,33.8,0.2,5.6,8.2,0,0.049,141.5,0,0.1,0.017,0,0,0.051,0.093,18.2,1.7,67.9,242
popcorn air popped,31,0.4,0.011,0.014,0.2,6.2,0.086,1,1.2,0,0.016,0.3,0,0.031,0.092,0,0,0.097,0.071,0.6,0.3,9.7,243
teff raw,708,4.6,0.9,1.1,2.1,141.1,3.6,25.7,15.4,0,0.053,17,0,0.8,0.5,0,0,0.2,0.03,347.4,14.7,548.9,244
spelt cooked,246,1.6,0,0,0,51.3,0,10.7,7.6,0,0.041,129.1,0,0.2,0.087,0,0,0.5,0,19.4,3.2,93.8,245
millet raw,756,8.4,1.4,1.5,4.3,145.7,0,22,17,0,0.013,17.3,0,0.8,0.6,0,0,0.1,0.027,16,6,215.1,246
popcorn unpopped,106,1.2,0.2,0.3,0.7,20.9,0.3,3.1,3.6,0,0.001,3,0,0.087,0.051,0,0,0.026,0,1.4,0.9,31.1,247
whole wheat cooked,150,1,0.1,0.1,0.5,33.2,0.2,4.8,3.9,0,0.6,202.3,0,0.2,0.1,0,0,0.6,0.056,16.9,1.5,61.3,248
wheat sprouted,214,1.4,0.2,0.2,0.6,45.9,0,8.1,1.2,0,0.026,51.6,0,0.2,0.2,2.8,0,0,0,30.2,2.3,91.9,249
whole wheat dry,96,0.6,0.031,0.095,0.3,21.1,0.1,3.1,2.7,0,0.036,2.8,0,0.1,0.087,0,0,0.4,0.092,11.2,0.9,39.6,250
caramel popcorn,122,3.6,1,0.8,1.3,22.4,15.1,1.1,1.5,1.4,0.069,0.8,0.066,0.044,0.086,0,0,0.3,0.094,12.2,0.5,41.396,251
wheat puffed,44,0.1,0.025,0,0,9.6,0,1.8,0.5,0,0.03,0.4,0,0.3,0.2,0,0,0,0,3.4,3.8,19.2,252
roggenmischbrot sonnenblumenkerne aldi,82,3.1,9.9,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,253
wheat germ,112,3,0.5,0.4,1.9,16.1,0,7.2,4.1,0,0.037,3.4,0,0.6,0.2,0,0,0,0,12.1,1.9,44.4,254
microwave popcorn,465,26.3,12.7,9.2,3.6,49.8,0.3,7.3,8.7,0,0.6,0.8,0.7,0.072,0,0.3,0,0,2.5,0.052,0.2,93.352,255
millet cooked,207,1.7,0.3,0.3,0.9,41.2,0.2,6.1,2.3,0,0.046,124.3,0,0.2,0.1,0,0,0.019,0.021,5.2,1.1,57.6,256
kamut raw,627,4.1,0.4,0.4,1.1,130.9,15.2,27.3,16.9,0,0.012,20.4,0.035,0,0,0.5,0,0,1.1,0.043,1,180.788,257
wheat durum,651,4.7,0.9,0.7,1.9,136.6,0,26.3,0,0,0.032,21,0,0.8,0.2,0,0,0,0,65.3,6.8,239.7,258
sorghum,651,6.3,0.9,1.9,2.6,143.3,0,21.7,12.1,0,0.045,17.7,0,0.5,0.3,0,0,0,0,53.8,8.4,245.6,259
white wheat,657,3.3,0.5,0.4,1.4,145.7,0.8,21.7,23.4,0,0.094,18.4,0,0.7,0.2,0,0,1.9,0.089,61.4,8.8,264.3,260
rye,571,2.8,0.3,0.4,1.3,128.2,1.7,17.5,25.5,0,0.078,17.9,0,0.5,0.4,0,0,1.4,0.092,40.6,4.4,219,261
spelt raw,588,4.2,0.7,0.8,2.2,122.1,11.9,25.4,18.6,0,0.076,19.2,0,0.6,0.2,0,0,1.4,0.037,47,7.7,225,262
buckwheat raw,41,0.4,0.007,0.1,0.1,8.6,0,1.6,1.2,0,0.054,1.2,0,0.054,0.015,0,0,0,0,2.2,0.3,14.3,263
honey cereali general mills,104,2,21.2,3,188,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,264
barley cooked,193,0.7,0.1,0.039,0.3,44.3,0.4,3.5,6,0,0.064,108,0,0.1,0.037,0,0,0.098,0.057,17.3,2.1,73.9,265
oats,39,0.7,0.1,0.2,0.3,6.6,0,1.7,1.1,0,0.074,0.8,0,0.01,0.026,0,0,0,0,5.4,0.5,16,266
amaranth raw,37,0.7,0.1,0.2,0.3,6.5,0.2,1.4,0.7,0,0.077,1.1,0,0.084,0.004,0.4,0,0.1,0,15.9,0.8,26.4,267
semolina,601,1.8,0.3,0.2,0.7,121.6,0,21.2,6.5,0,0.097,21.2,0,1.4,1,0,0,0.4,0,28.4,7.3,186.8,268
quinoa dry,221,3.6,0.4,1,2,38.5,0,8.5,4.2,0,0.026,8,0,0.2,0.2,0,0,1.5,0,28.2,2.7,85.7,269
wheat shredded,155,1,0.2,0.2,0.6,36.2,0.4,5.2,5.5,0,0.086,2.8,0,0.1,0.01,4.6,0,0,0.041,23,1.4,76.9,270
cattail,5,0,0,0,0,1,0.074,0.2,0.9,0,0.031,17.6,0,0.075,0.054,0.1,0,0,0.021,10.3,0.2,12.7,271
peanut granola bar,116,5.7,0.8,1.7,2.9,15,8.2,2.4,0.7,0,0.006,0.6,0.062,0.006,0.008,0.012,0,1.3,0.095,9.8,0.6,34.218,272
vanilla bluberry bar kind,49,1.4,8.4,2.5,0.7,0.9,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,273
coconut granola bar,150,9.1,6.4,1.4,0.9,15.6,9.7,1.5,1.8,0,0.006,1.7,0,0.041,0.064,0.1,0,0.019,0.072,11.9,0.5,40.5,274
almond granola bar,119,6.1,3,1.9,0.9,14.9,0,1.8,1.2,0,0.067,0.7,0,0.031,0,0,0,0,0,7.7,0.6,32.3,275
chocolate chip granola bar,105,3.9,2.7,0.6,0.3,17.3,0,1.8,1.1,0,0.062,0.6,0,0.076,0.071,0.1,0,0,0,18.5,0.7,43.38,276
fruit granola bar,82,0.2,0.034,0.032,0.093,18.6,13.3,1.4,1.8,0,0.028,3.3,0,0.006,0.009,0.4,0,0.071,0.099,0.7,1,24.1,277
granola bar,99,4.2,0.5,0.9,2.5,13.5,6,2.1,1.1,0,0.084,0.8,0,0.059,0.061,0.2,0,0.4,0.022,12.8,0.6,34.5,278
peanut bar,209,13.5,1.9,6.7,4.3,19,16.9,6.2,1.6,0,0.059,0.6,0,0.051,0.093,0,0,1.6,0,31.2,0.4,71.9,279
milk cereal bar,103,2.7,2.3,0.3,0.01,18,11.5,1.6,0.1,1.5,0.087,2.2,0.085,0.2,0.2,3.9,0.027,0.1,0.002,102.5,1.5,130.334,280
almond rice bar,128,5.7,1.1,2.1,2.2,18.1,0,2,1,0,0,1.9,0,0.4,0.4,3.2,0,0,0,20.7,1.8,52.5,281
fruit nut squares,55,1.3,0.1,0.2,1,10.3,6.4,0.3,0.3,0,0.086,1.9,0,0.033,0.014,0.065,0,0.004,0.068,2.4,0.1,14.762,282
rice wheat cereal bar,90,2,0,1.4,0.5,16,7,2,0.4,0,0.1,1.7,0,0.2,0.2,0,0,0.6,0.058,6.8,0.6,27.8,283
crisped rice bar,113,3.8,1.5,1.1,1,20.4,0,1.4,0.6,0,0.01,2,0,0.1,0.2,0,0,0,0,5.9,1.8,33.9,284
brown rice raw,685,5.4,1.1,2,1.9,142.9,1.6,14.7,6.5,0,0.086,19.2,0,0.7,0.2,0,0,2.2,0.024,42.6,2.7,214.8,285
rice pilaf cooked,352,8.8,1.8,3.7,3,61.1,0.6,7,1.4,0,1,158.2,0.055,0.4,0.012,0,0,0.6,0,69,2,149.399,286
beef flavored rice raw,657,2.3,0,0,0,139.1,0,19.8,2.9,0,2.4,15.1,0,1.3,0.2,0,0,0.3,0,58.6,5.2,227.9,287
wild rice cooked,166,0.6,0.078,0.03,0.3,35,1.2,6.5,3,0,0.008,121.2,0,0.044,0.1,0,0,0.4,0.047,4.9,1,51,288
wild rice raw,571,1.7,0.2,0.3,1.1,119.8,4,23.6,9.9,0,0.051,12.4,0,0.2,0.4,0,0,1.3,0.004,33.6,3.1,191.7,289
congee with pork shrimp and squid plus egg,178,0.3,39.3,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,290
white rice pasta cooked,246,5.7,1.1,2.3,1.9,43.3,0,5.1,5.1,2,1.1,144.9,0,0.2,0.2,0.4,0,0,0,16.2,1.9,77.7,291
chicken flavored rice raw,601,2.2,0.7,0.6,0.8,127.3,4,17.9,2,0,2.1,13.8,0,1,0.2,0,0,0.3,0,30.2,4.7,184.3,292
instant white rice raw,361,0.9,0.1,0.1,0.2,78.2,0.026,7.4,1.8,0,0.039,8,0,0.9,0.044,0,0,0.079,0.095,20.9,6,115.2,293
rice crisps,107,0.4,0.065,0.017,0.09,24.1,2.3,1.8,0.2,0,0.2,1.1,0.2,0.6,0.7,12.9,0,0.003,0,1.4,2.9,43.9,294
parboiled white rice raw,692,1.9,0.5,0.5,0.6,149.6,0.6,13.9,3.3,0,0.055,18.2,0,1.1,0.054,0,0,0.088,0.078,131.4,6.2,306.3,295
instant white rice cooked,193,0.8,0.088,0.1,0.032,41.4,0,3.6,1,0,0.001,118.8,0,0.1,0.059,0,0,0.008,0,13.2,2.9,62.9,296
rice pilaf raw,732,2.8,0,0,0,155.7,3.1,21.3,2.4,0,2.7,16.4,0.088,1.2,0.2,0,0,0.066,0,169.3,5,356.56,297
rice cracker cake,111,1.2,0.2,0.4,0.4,23,0.2,2,1.2,0,0.097,1.6,0,0.011,0.049,0,0,0.4,0.063,3.1,0.4,30.9,298
parboiled white rice cooked,194,0.6,0.1,0.1,0.1,41.2,0.2,4.6,1.4,0,0.088,111.2,0,0.3,0.098,0,0,0.074,0,30,2.9,80.7,299
white rice steamed,199,0.4,0,0,0,44.7,0,4.2,1.2,0,0.009,82.5,0,0.031,0.012,0,0,0,0,6.6,0.5,57.6,300
brown rice cake,35,0.3,0.062,0.083,0.005,7.3,0.047,0.7,0.4,0,0.024,0.5,0,0.013,0.079,0,0,0.1,0.096,1,0.1,9.8,301
glutinous white rice raw,685,1,0.2,0.4,0.4,151.1,0,12.6,5.2,0,0.015,19.4,0,0.3,0.1,0,0,0,0,20.4,3,193.3,302
white rice pasta raw,600,4,0.7,1,1.6,122.8,0,15.3,0,3.3,3,11.6,0,1.2,0.4,1,0,0,0,75,6.5,224.6,303
glutinous white rice cooked,169,0.3,0.056,0.1,0.1,36.7,0.078,3.5,1.7,0,0.027,133.3,0,0.01,0.025,0,0,0.031,0,3.5,0.2,45.9,304
brown rice cooked,218,1.6,0.3,0.6,0.6,45.8,0.7,4.5,3.5,0,0.086,142.3,0,0.2,0.016,0,0,0.074,0.071,19.5,1,75.9,305
beef flavored rice cooked,319,7.9,2.1,3.5,2.9,54.4,0,7,1.5,0,0.9,175.2,0,0.4,0.04,0,0,0.7,0,24.7,2.2,97.7,306
white rice cooked,205,0.4,0.1,0.1,0.1,44.5,0.015,4.3,0.6,0,0.077,108.1,0,0.3,0.009,0,0,0.031,0,15.8,1.9,67.5,307
chicken flavored rice cooked,317,8,1.7,3.3,2.7,54.8,1.5,6.2,1.6,0,0.9,161.5,0.068,0.3,0.018,0,0,0.6,0,16.3,2.2,89.138,308
white rice raw,675,1.2,0.3,0.4,0.3,147.9,0.2,13.2,2.4,0,0.081,21.5,0,1.1,0.091,0,0,0.2,0.08,51.8,8,224.5,309
cheese imitation,441,36.2,6.6,16,12,1.1,1.1,28.3,0,17,0.8,42.9,0.1,0.053,0.4,0,0,0.3,0.037,796.7,0.8,863.2,310
